,Unnamed: 0,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
6554,13478,BANGRES09DEL01,26.0,4.8,14-03-2022,17:35,17:40,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.50672368542
6555,8528,PUNERES07DEL03,21.0,4.9,05-03-2022,19:25,19:40,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.50672366078
6556,31648,JAPRES17DEL01,27.0,4.1,04-04-2022,17:45,0.75,Fog,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.50636188878
6557,40988,BANGRES03DEL02,24.0,4.9,29-03-2022,23:50,23:55,Sandstorms,Low,0,Buffet,motorcycle,,No,Metropolitian,18,20002.506357804108
6558,37416,VADRES13DEL02,30.0,4.1,26-03-2022,11:30,11:40,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,39,20002.506357804108
6559,41829,INDORES010DEL03,26.0,4.5,24-03-2022,23:25,23:35,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.506357602855
6560,41787,MYSRES20DEL03,32.0,4.7,03-03-2022,18:30,18:40,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.506357602855
6561,31593,AGRRES04DEL03,35.0,3.8,14-02-2022,21:30,21:45,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,20002.506357440856
6562,45104,INDORES02DEL02,37.0,4.8,21-03-2022,08:20,08:30,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,20002.506357419785
6563,39297,HYDRES15DEL01,31.0,4.8,03-03-2022,09:35,09:50,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,27,20002.50635733873
6564,32816,MYSRES20DEL03,21.0,5.0,05-03-2022,18:35,18:40,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,13,20002.50635732736
6565,32517,HYDRES20DEL02,27.0,4.6,01-04-2022,20:20,20:30,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,20002.506334597398
6566,11986,JAPRES15DEL03,28.0,4.9,14-03-2022,22:35,22:50,Fog,Low,1,Snack,scooter,1.0,No,Urban,25,20002.506334597398
6567,3604,RANCHIRES18DEL01,32.0,5.0,01-04-2022,0.375,09:10,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.506334597398
6568,20230,BANGRES13DEL01,26.0,4.8,25-03-2022,22:45,22:55,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.506334597398
6569,18009,HYDRES010DEL03,,,05-03-2022,,20:50,,,3,Meal,motorcycle,1.0,No,Metropolitian,32,20002.506334597398
6570,17690,BANGRES15DEL02,25.0,4.6,11-03-2022,08:10,08:20,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.506330714834
6571,43661,MUMRES20DEL03,24.0,4.8,05-03-2022,22:15,22:30,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.506329909374
6572,14300,JAPRES05DEL02,25.0,4.6,04-03-2022,22:45,22:50,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.506329892203
6573,3905,RANCHIRES07DEL01,31.0,4.6,01-04-2022,15:25,15:35,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,17,20002.50632983636
6574,27163,JAPRES12DEL02,36.0,4.5,06-04-2022,21:45,21:50,Stormy,Jam,1,Meal,scooter,2.0,No,Urban,34,20002.506329724605
6575,7182,LUDHRES16DEL01,36.0,4.1,17-02-2022,15:40,15:50,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.506329724605
6576,5784,HYDRES12DEL01,35.0,4.7,08-03-2022,23:35,23:40,Sunny,Low,2,Meal,scooter,1.0,No,Urban,27,20002.506329663964
6577,15597,DEHRES02DEL02,27.0,4.8,13-02-2022,09:15,09:30,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,20002.506329663964
6578,4296,AGRRES09DEL01,23.0,4.6,12-02-2022,23:15,23:25,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,29,20002.506329663964
6579,40786,HYDRES15DEL01,37.0,4.8,05-04-2022,15:10,15:20,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,28,20002.50632960314
6580,42812,JAPRES04DEL02,26.0,4.8,07-03-2022,11:20,11:25,Windy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,12,20002.50632960314
6581,44313,SURRES18DEL01,28.0,4.7,02-03-2022,17:15,17:30,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.50632960314
6582,25729,MYSRES07DEL03,36.0,4.4,01-04-2022,19:15,19:30,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,31,20002.50632960314
6583,35430,JAPRES16DEL02,34.0,4.0,01-04-2022,10:20,10:35,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.50632960314
6584,15075,CHENRES02DEL02,34.0,4.6,04-03-2022,20:10,20:20,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,48,20002.50632960314
6585,7821,VADRES01DEL03,24.0,4.9,28-03-2022,22:20,22:35,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,16,20002.506329479504
6586,3818,BANGRES16DEL02,,,02-04-2022,,17:30,Cloudy,Medium,2,Buffet,scooter,1.0,Yes,Metropolitian,40,20002.506329479504
6587,29647,KOCRES12DEL02,29.0,4.7,18-02-2022,22:20,22:25,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,11,20002.506328928375
6588,2357,COIMBRES15DEL02,20.0,4.9,05-04-2022,10:50,0.458333333,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,20,20002.506328928375
6589,14121,PUNERES08DEL02,24.0,4.6,18-03-2022,1,24:10:00,Stormy,Low,1,Meal,scooter,0.0,No,,10,20002.506328928375
6590,12744,INDORES18DEL03,,,05-04-2022,,17:30,,,3,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.5063286684
6591,1398,COIMBRES14DEL02,23.0,4.9,20-03-2022,19:40,19:45,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.5063286684
6592,24313,INDORES18DEL01,29.0,4.7,11-03-2022,15:30,15:35,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,13,20002.5063286684
6593,25811,HYDRES12DEL02,26.0,4.6,02-03-2022,19:15,19:25,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.5063286684
6594,12340,MYSRES07DEL02,36.0,4.3,30-03-2022,09:50,10:05,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,26,20002.5063286684
6595,9048,JAPRES05DEL01,34.0,4.9,13-03-2022,09:40,09:45,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,22,20002.5063286684
6596,43100,JAPRES09DEL02,21.0,4.9,27-03-2022,18:35,18:40,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,22,20002.506328664855
6597,14611,CHENRES18DEL03,38.0,4.8,06-03-2022,0.833333333,20:05,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.506328664855
6598,22428,SURRES14DEL01,23.0,4.8,02-04-2022,21:55,0.916666667,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,38,20002.50632860061
6599,27802,SURRES06DEL02,39.0,3.9,23-03-2022,18:10,18:20,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,38,20002.50632860061
6600,41476,PUNERES14DEL02,38.0,4.8,30-03-2022,11:45,11:55,Windy,High,2,Meal,electric_scooter,0.0,No,,28,20002.50632860061
6601,42271,PUNERES18DEL01,33.0,3.9,29-03-2022,1,24:10:00,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.50632860061
6602,14100,RANCHIRES010DEL01,22.0,4.7,02-03-2022,18:25,18:40,Sunny,Medium,1,Snack,scooter,0.0,,Metropolitian,13,20002.506327491345
6603,43959,SURRES08DEL01,24.0,4.6,05-04-2022,08:20,08:35,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,10,20002.506327491345
6604,37665,COIMBRES05DEL01,25.0,4.7,26-03-2022,12:30,12:45,Sunny,High,2,Drinks,scooter,1.0,No,,16,20002.506327491345
6605,23250,HYDRES20DEL01,34.0,4.7,25-03-2022,23:25,23:40,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,28,20002.50632736721
6606,18086,CHENRES02DEL01,24.0,4.8,18-03-2022,22:15,22:25,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,20002.50632736721
6607,32950,INDORES20DEL02,25.0,4.9,30-03-2022,0.958333333,23:10,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.506327060382
6608,2094,INDORES15DEL01,32.0,4.9,03-03-2022,14:55,15:05,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.506327060382
6609,31839,JAPRES13DEL01,33.0,4.8,26-03-2022,12:15,12:25,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,28,20002.506327060382
6610,7201,SURRES16DEL03,29.0,4.7,02-04-2022,23:30,23:40,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,10,20002.506322763733
6611,33659,MUMRES14DEL01,26.0,5.0,21-03-2022,08:35,08:50,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,10,20002.506322763733
6612,470,RANCHIRES04DEL03,33.0,4.6,12-03-2022,21:15,21:25,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,20002.506322763733
6613,39598,JAPRES05DEL01,25.0,4.5,10-03-2022,18:10,18:15,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.506322383237
6614,15483,HYDRES05DEL02,30.0,4.5,25-03-2022,0.75,18:05,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.506313585814
6615,40982,BANGRES010DEL01,34.0,4.9,18-03-2022,22:20,22:35,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,25,20002.506283274954
6616,18465,KOLRES16DEL01,30.0,4.6,12-02-2022,0.833333333,20:15,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,47,20002.506282408387
6617,21628,JAPRES19DEL02,22.0,4.9,23-03-2022,23:40,23:45,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,20002.506282340128
6618,35013,HYDRES02DEL01,28.0,5.0,27-03-2022,1,24:15:00,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20,20002.506282340128
6619,42199,CHENRES16DEL02,27.0,4.8,12-03-2022,20:25,20:40,Sunny,Jam,2,Meal,motorcycle,1.0,No,Urban,14,20002.506281828584
6620,23992,VADRES12DEL03,36.0,4.8,20-03-2022,0.791666667,19:15,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.506281432343
6621,16430,KNPRES18DEL01,29.0,4.5,16-02-2022,20:20,20:25,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,19,20002.506281384696
6622,39172,VADRES03DEL02,27.0,4.6,25-03-2022,21:55,22:05,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,20002.50628115674
6623,42574,AURGRES07DEL02,28.0,4.8,14-02-2022,21:55,22:05,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22,20002.506280979625
6624,37596,PUNERES09DEL02,38.0,4.1,28-03-2022,20:25,20:40,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,39,20002.506280268164
6625,11642,RANCHIRES07DEL01,25.0,4.5,11-03-2022,10:55,0.458333333,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.506280268164
6626,41657,COIMBRES11DEL03,35.0,4.9,03-04-2022,22:35,22:40,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,26,20002.506280268164
6627,18048,COIMBRES02DEL02,28.0,5.0,31-03-2022,21:15,21:25,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.50617159634
6628,22071,COIMBRES13DEL03,35.0,4.8,01-04-2022,22:55,23:05,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.50617159634
6629,33186,CHENRES01DEL01,38.0,4.5,25-03-2022,20:10,20:25,Stormy,Jam,2,Buffet,electric_scooter,,No,Metropolitian,33,20002.506171277768
6630,35802,CHENRES19DEL01,23.0,4.4,08-03-2022,19:55,0.833333333,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.506170938977
6631,4237,MYSRES05DEL02,28.0,4.9,08-03-2022,23:15,23:30,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,17,20002.50617081242
6632,33067,MUMRES01DEL02,21.0,5.0,21-03-2022,23:25,23:40,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.506170741046
6633,16792,MYSRES12DEL03,33.0,4.8,01-03-2022,18:30,18:45,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,20002.506170741046
6634,41344,VADRES20DEL01,25.0,4.7,28-03-2022,14:35,14:45,Sunny,High,1,Meal,scooter,0.0,No,Metropolitian,10,20002.506170137618
6635,4095,RANCHIRES010DEL01,35.0,4.8,19-03-2022,0.416666667,10:10,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,19,20002.50596058958
6636,30843,KOLRES18DEL01,21.0,4.6,14-02-2022,20:25,20:30,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,12,20002.50596058958
6637,36202,CHENRES02DEL02,23.0,4.6,09-03-2022,22:30,22:40,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.50596058958
6638,3028,BANGRES12DEL02,28.0,4.7,24-03-2022,11:35,11:40,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.505958833422
6639,16072,JAPRES09DEL01,37.0,3.8,02-04-2022,0.791666667,19:15,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.505958833422
6640,13963,CHENRES11DEL01,20.0,4.7,01-04-2022,11:40,11:50,Stormy,High,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.505958833422
6641,11416,HYDRES02DEL01,27.0,4.7,25-03-2022,19:30,19:40,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.505958833422
6642,30894,AURGRES04DEL01,25.0,4.7,11-02-2022,11:25,11:35,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.505956395173
6643,30872,MUMRES14DEL02,36.0,4.6,28-03-2022,09:30,09:40,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.505956036584
6644,23773,CHENRES010DEL03,30.0,5.0,12-03-2022,18:10,18:15,Cloudy,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,34,20002.505956036584
6645,3643,DEHRES06DEL03,33.0,4.8,12-02-2022,23:20,23:30,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,30,20002.505956036584
6646,5115,MYSRES15DEL01,20.0,5.0,10-03-2022,21:45,0.916666667,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.505956036584
6647,45524,DEHRES03DEL02,31.0,4.9,16-02-2022,18:55,19:05,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,20002.505956036584
6648,28724,PUNERES010DEL02,26.0,5.0,14-03-2022,19:20,19:30,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,20002.505956036584
6649,26288,INDORES02DEL02,27.0,4.7,11-03-2022,11:40,11:45,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,11,20002.505955882003
6650,18674,JAPRES16DEL01,35.0,4.8,31-03-2022,0.791666667,19:10,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,30,20002.505955882003
6651,9058,BANGRES09DEL01,34.0,3.5,20-03-2022,20:50,0.875,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.505955882003
6652,41304,PUNERES11DEL01,36.0,4.7,01-03-2022,13:40,13:45,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,22,20002.505954848417
6653,40528,INDORES04DEL02,35.0,4.1,24-03-2022,19:35,19:45,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,20002.505954848417
6654,4976,RANCHIRES15DEL03,23.0,4.9,07-03-2022,23:35,23:45,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.505954848417
6655,41327,INDORES010DEL03,28.0,4.6,25-03-2022,18:15,18:25,Fog,Medium,0,Buffet,motorcycle,2.0,No,Urban,44,20002.505954848417
6656,3248,VADRES17DEL03,21.0,5.0,27-03-2022,21:55,0.916666667,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,19,20002.505954848417
6657,15884,MYSRES13DEL01,36.0,4.4,10-03-2022,19:30,19:45,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,20002.505954848417
6658,38568,SURRES15DEL03,32.0,4.7,06-04-2022,20:15,20:30,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,44,20002.505954827127
6659,23815,JAPRES14DEL02,,,24-03-2022,,11:05,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.505954827127
6660,41184,CHENRES13DEL01,36.0,5.0,27-03-2022,17:35,17:40,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,20002.505954811037
6661,25526,SURRES06DEL01,39.0,4.8,12-03-2022,20:50,20:55,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,44,20002.505954811037
6662,26461,KOCRES03DEL01,31.0,4.9,18-02-2022,18:55,19:05,Stormy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,20002.5059546882
6663,21619,CHENRES12DEL02,28.0,4.9,10-03-2022,21:25,21:30,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,20002.5059546882
6664,15561,INDORES14DEL01,22.0,4.8,02-04-2022,1,24:05:00,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,22,20002.505954424352
6665,8763,INDORES05DEL02,32.0,4.6,17-03-2022,10:35,10:45,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,25,20002.505954424352
6666,13252,MUMRES01DEL02,39.0,4.7,25-03-2022,22:15,22:20,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.505954424352
6667,38275,CHENRES08DEL01,35.0,4.8,24-03-2022,08:35,08:40,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,17,20002.505954350196
6668,23587,SURRES07DEL01,,,06-03-2022,,0.833333333,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.505954350196
6669,40513,JAPRES19DEL01,36.0,4.8,24-03-2022,14:35,14:50,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.505954350196
6670,8961,CHENRES19DEL01,31.0,5.0,21-03-2022,11:10,11:25,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,36,20002.505954350196
6671,27985,INDORES17DEL01,22.0,4.8,14-03-2022,18:35,18:45,Fog,Medium,2,Snack,electric_scooter,1.0,No,Urban,29,20002.50595428634
6672,45560,VADRES02DEL01,26.0,4.9,10-03-2022,19:35,19:45,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.50595428634
6673,19452,AGRRES12DEL03,31.0,4.7,14-02-2022,18:40,18:50,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,23,20002.50595428634
6674,23002,MUMRES01DEL03,30.0,4.5,01-04-2022,23:40,23:55,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.5059540571
6675,7055,HYDRES12DEL02,37.0,4.7,31-03-2022,17:35,17:45,Sunny,Medium,1,Buffet,scooter,,No,Urban,24,20002.5059540571
6676,11744,PUNERES18DEL02,34.0,4.7,01-03-2022,22:45,0.958333333,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.5059540571
6677,36786,LUDHRES07DEL02,24.0,4.6,17-02-2022,19:25,19:30,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.50595401403
6678,9186,DEHRES18DEL01,27.0,5.0,14-02-2022,22:40,22:50,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,17,20002.50595401403
6679,8247,JAPRES03DEL03,35.0,4.6,12-03-2022,22:10,22:25,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,20002.50595401403
6680,40871,SURRES05DEL01,25.0,4.6,04-03-2022,20:45,20:55,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,33,20002.505952211814
6681,16852,VADRES010DEL02,28.0,4.6,13-03-2022,08:40,08:50,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.505952211814
6682,15433,CHENRES06DEL03,21.0,4.8,24-03-2022,0.75,18:10,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,20002.505945328674
6683,7503,PUNERES16DEL03,38.0,4.9,03-03-2022,17:40,17:50,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.505942364263
6684,26825,KNPRES18DEL01,28.0,4.7,15-02-2022,11:25,11:35,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.505942193853
6685,3220,MUMRES14DEL02,31.0,4.4,13-03-2022,09:25,09:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.505942175936
6686,25652,CHENRES11DEL03,36.0,5.0,06-03-2022,22:55,23:10,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.50594202007
6687,44604,VADRES12DEL01,25.0,5.0,19-03-2022,16:25,16:40,Sunny,Medium,1,Drinks,motorcycle,0.0,No,,12,20002.50594010353
6688,17161,ALHRES04DEL03,39.0,4.7,13-02-2022,17:25,17:30,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,28,20002.50593746514
6689,9712,BHPRES09DEL01,38.0,4.7,13-02-2022,10:25,10:40,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.505895685037
6690,33020,MUMRES08DEL01,36.0,4.7,31-03-2022,23:55,24:05:00,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.505895685037
6691,13642,JAPRES05DEL01,33.0,4.1,24-03-2022,08:40,08:50,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.505895685037
6692,31026,PUNERES15DEL01,37.0,4.0,27-03-2022,20:35,20:40,Cloudy,Jam,2,Buffet,scooter,2.0,Yes,Metropolitian,48,20002.505895685037
6693,34611,JAPRES15DEL02,27.0,4.6,12-03-2022,22:35,22:45,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.505895649083
6694,13375,MYSRES07DEL03,34.0,4.1,08-03-2022,18:40,18:55,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,47,20002.505895649083
6695,34852,BANGRES18DEL01,25.0,4.5,05-03-2022,13:15,13:25,Stormy,High,2,Drinks,scooter,0.0,No,Urban,12,20002.505895536025
6696,22773,HYDRES09DEL03,21.0,4.9,10-03-2022,20:25,20:30,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,40,20002.505895536025
6697,41503,JAPRES08DEL01,20.0,4.6,21-03-2022,11:20,11:25,Stormy,High,1,Snack,motorcycle,1.0,No,Urban,17,20002.505895536025
6698,27497,LUDHRES17DEL02,29.0,4.4,11-02-2022,19:30,19:40,Sunny,Jam,0,Meal,motorcycle,3.0,No,Urban,48,20002.505895536025
6699,4347,RANCHIRES04DEL02,20.0,5.0,26-03-2022,08:40,08:50,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.505894925456
6700,24749,HYDRES03DEL02,39.0,4.1,05-04-2022,11:55,0.5,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.505894925456
6701,25309,LUDHRES20DEL02,23.0,4.8,17-02-2022,18:30,18:45,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.505894907827
6702,1008,COIMBRES12DEL03,29.0,4.9,04-04-2022,21:40,21:50,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25,20002.505894907827
6703,3836,KOCRES01DEL03,37.0,4.7,13-02-2022,18:55,0.791666667,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,30,20002.505894907827
6704,30576,DEHRES20DEL03,30.0,4.8,17-02-2022,19:30,19:40,Cloudy,Jam,1,Snack,motorcycle,0.0,No,,27,20002.505894907827
6705,16030,INDORES15DEL01,25.0,5.0,07-03-2022,0.458333333,11:05,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.505894907827
6706,7827,INDORES16DEL01,38.0,4.1,06-04-2022,21:10,21:15,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,34,20002.505894731334
6707,44013,INDORES18DEL01,34.0,4.9,05-04-2022,09:10,09:20,Fog,Low,2,Drinks,scooter,1.0,No,Urban,19,20002.505894731334
6708,22470,MUMRES17DEL03,25.0,4.6,17-03-2022,17:10,17:20,Fog,Medium,0,Meal,motorcycle,,No,Metropolitian,22,20002.505894670318
6709,20565,BHPRES05DEL02,38.0,4.7,17-02-2022,20:30,20:35,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20002.505894670318
6710,25231,VADRES17DEL02,26.0,4.8,15-03-2022,0.5,12:05,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.505894670318
6711,7891,PUNERES11DEL01,36.0,4.1,20-03-2022,21:10,21:25,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,36,20002.505894553382
6712,37890,RANCHIRES04DEL02,29.0,5.0,26-03-2022,23:25,23:30,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.505894359478
6713,2116,INDORES12DEL03,33.0,5.0,05-03-2022,18:55,19:05,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.50589411232
6714,20839,SURRES18DEL02,27.0,4.6,21-03-2022,11:10,11:15,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,17,20002.50589411232
6715,11671,LUDHRES13DEL03,31.0,4.0,17-02-2022,21:45,0.916666667,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,32,20002.505894064634
6716,8672,VADRES19DEL01,36.0,4.6,29-03-2022,22:45,22:55,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.505894025373
6717,19334,CHENRES16DEL01,33.0,4.4,12-03-2022,19:45,19:55,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,47,20002.505894025373
6718,16033,MUMRES09DEL02,37.0,4.4,14-03-2022,23:35,23:45,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.505894025373
6719,38003,MYSRES04DEL02,21.0,4.9,20-03-2022,20:40,20:55,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Urban,15,20002.505894025373
6720,1895,JAPRES14DEL02,21.0,4.7,12-03-2022,20:50,21:05,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,40,20002.505894025373
6721,31828,RANCHIRES16DEL02,30.0,3.9,02-04-2022,21:45,21:55,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,37,20002.505894025373
